library_track_id,artist,album,track,uri
298,L'Orchestra Cinematique,Ms Marvel - Blinding Lights,Ms Marvel - Blinding Lights - Epic Version,spotify:track:0ETO7nB1KJ16FkX4JEKPKy
299,Monsieur Periné,Nuestra Canción (feat. Vicente García),Nuestra Canción (feat. Vicente García),spotify:track:0qP9Kt3gmpDFoDUzl3REGs
300,Nothing But Thieves,Holding Out for a Hero,"Holding Out for a Hero - From the Trailer for ""Vikings"" - Series 2",spotify:track:60Lov8vYmURSKoxxU8Upbc
301,Neil Diamond,Love Songs,Sweet Caroline,spotify:track:6b5PBL2QNXmAt1DfqbwO9Z
302,Dansu,Do Do Do,Do Do Do,spotify:track:6rWdiPTBttPnS7qU0EBjPZ
303,Two Feet,A 20 Something Fuck,I Feel Like I'm Drowning,spotify:track:3aauaXWRgwCMoykMbI0Jq1
304,Hari & Sukhmani,Latthay Di Chaadar - Single,Latthay Di Chaadar,spotify:track:0QOJABRwcIx5WfzILs47eJ
305,Kid Cudi,Entergalactic,Somewhere to Fly (with Don Toliver),spotify:track:1irXetrpIyLUtvkNw2F2tu
306,Nusrat Fateh Ali Khan,Mustt Mustt,Nothing Without You,spotify:track:39Djd2DKnXaXwVGL6HhUWx
307,Hadiqa Kiani,Roshni,Boohey Bariyan,spotify:track:5WPRfVAQlrx1wIhyt19ncA
308,Backstreet Boys,This Is The End: Original Motion Picture Soundtrack,Everybody (Backstreet's Back) - Radio Edit,spotify:track:4rTeOSYqwXNz5qPR2DUTFZ
309,Nusrat Fateh Ali Khan,Ustad Nusrat Fateh Ali Khan,Tu Kuja Man Kuja - Complete Original Recording,spotify:track:2t7Caefxz7HfyTRyN5VsOL
310,Hozier,God of War Ragnarök (Original Soundtrack),Blood Upon the Snow,spotify:track:5cgacDGTfR9sm4W03syTyX
311,AJR,Spotify Singles,Location - Recorded at Spotify Studios NYC,spotify:track:7jwZYPS8reDirsT4Mvqpui
312,The Weeknd,After Hours,Heartless,spotify:track:6bnF93Rx87YqUBLSgjiMU8
313,Maanu,Risky,Risky,spotify:track:17ZXHiyOwcSBpzqK6w1yYP
314,Neon Trees,Animal (10th Anniversary Edition),Animal (10th Anniversary Edition) - Acoustic,spotify:track:0ZXSZYdrNLu2hciAxcp3ml
315,Taylor Swift,folklore,exile (feat. Bon Iver),spotify:track:4pvb0WLRcMtbPGmtejJJ6y
316,Tanmaya Bhatnagar,Kya Tum Naraaz Ho? (Raw),Kya Tum Naraaz Ho? (Raw),spotify:track:2rjCLFdX8n9xLoMZgdMMxt
317,Hasan Raheem,Sun Le Na,Sun Le Na,spotify:track:0tyK2eyMatZvNCVtbdNlmt
318,Zaeden,tere bina,tere bina,spotify:track:6N5WkgPIDoTdbCXyyIIKAv
319,Twenty One Pilots,Level of Concern,Level of Concern,spotify:track:6xZ4Q2k2ompmDppyeESIY8
320,H.E.R.,Slide,Slide,spotify:track:2rTnVB1bvwxHtaIl4uVu7f
321,renforshort,feel good inc. (feat. Mateus Asato),feel good inc. (feat. Mateus Asato),spotify:track:2GzlTbrFF2V6MwRDfBnYhf
322,Jack Harlow,Sweet Action,I WANNA SEE SOME ASS (feat. jetsonmade),spotify:track:2aWVaW1p2kUc5yuKwBmRJi
323,Lil Nas X,HOLIDAY,HOLIDAY,spotify:track:6zFMeegAMYQo0mt8rXtrli
324,Ritviz,Ved,Udd Gaye,spotify:track:5ZsAhuQ24mWHiduaxJqnhW
325,Coldplay,Music Of The Spheres,Biutyful,spotify:track:2L2mM3rEO3arNIMQnb3dou
326,The Neighbourhood,#000000 & #FFFFFF,Lurk,spotify:track:6NK6BSGwtmJ1HTOCYRWslQ
327,Beach Bunny,Honeymoon,Cloud 9,spotify:track:6vFsBXYczYsP0H3lgunZOm
328,Glass Animals,Dreamland,Heat Waves - Stripped Back,spotify:track:2Jhq4h8hWPNj24VWKbnd5B
329,78rpm,Friday Night Sessions,Blood Runs Red,spotify:track:4gpfV27daqpPRzsLUGzDRk
330,Verzache,Needs,Needs,spotify:track:0WKmVAD4VWk5EdTyCFILi4
331,Prateek Kuhad,Tum Jab Paas - Single,Tum Jab Paas,spotify:track:3FTRSa9mWB3kKx2jkhUAN3
332,Ritviz,Baaraat,Baaraat,spotify:track:0YLSjVxSb5FT1Bo8Tnxr8j
333,Chase Atlantic,Paradise EP,Slow Down,spotify:track:5lT5IZWW3JQErXELJpQgJ9
334,Prateek Kuhad,Tune Kaha,Tune Kaha,spotify:track:1gWtHDe403RuyZqhvSRcv8
335,Hozier,"Wasteland, Baby!",No Plan,spotify:track:4byXh93siQtzKLdjKuJaAF
336,The Weeknd,After Hours,Snowchild,spotify:track:3WlbeuhfRSqU7ylK2Ui5U7
337,Hasan Raheem,Peechay Hutt,Peechay Hutt,spotify:track:6ePcfMCQ7uUKwAamUiVtXL
338,Ritviz,Thandi Hawa,Thandi Hawa,spotify:track:7EPMILezRmD7gHhgx11e7k
339,Vilen,Chidiya,Chidiya,spotify:track:7mNZUnDWUDidWBFaUpVtOC
340,Aminé,Charmander,Charmander,spotify:track:4NP3gHruXgIo4YSJSNDRBz
341,Glass Animals,Dreamland,Waterfalls Coming Out Your Mouth,spotify:track:02qZpv0gLgqnm8KYUVEaFf
342,Ali Zafar,Balaghal-Ula Bi-Kamaalihi,Balaghal-Ula Bi-Kamaalihi,spotify:track:05rGKExmwZcwIvia1YVr8C
343,Ralph Castelli,Morning Sex,Morning Sex,spotify:track:2fGRJzoiYJYAzlQAyBONMb
344,Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",spotify:track:2Fv2injs4qAm8mJBGaxVKU
345,Nusrat Fateh Ali Khan,Man Atkeya Beparwah De Naal,Man Atkeya Beparwah De Naal - Complete Original Version,spotify:track:2D4ymDngFAUwAuhlr5fA3Y
346,Prateek Kuhad,Mismatched: Season 1 (Music from the Netflix Original Series),Kahaan Ho Tum,spotify:track:4sO9tnvCH3DJZ3AAXoixjd
347,Rêve,CTRL + ALT + DEL,CTRL + ALT + DEL,spotify:track:7ElC7VjUNl3oJ20Q5OpEh9
348,JAWNY,Honeypie,Honeypie,spotify:track:6JqYhSdTE4WbQrMXxPH5cD
349,X Ambassadors,Don’t Stay,Don't Stay,spotify:track:1JFWbktZpqwU37UX5MzjwR
350,Rex Orange County,AMAZING,AMAZING,spotify:track:6FtIK0IkmG33lKbc1pyAlZ
351,General Public,All The Rage,Tenderness,spotify:track:7cRWPAHuHQ36agbu6Empc8
352,Harry Styles,As It Was,As It Was,spotify:track:4LRPiXqCikLlN15c3yImP7
353,Florence + The Machine,Jenny of Oldstones (Game of Thrones),Jenny of Oldstones (Game of Thrones),spotify:track:1u0THw5xaGd7sYzJEh48Lt
354,Glass Animals,Quarantine Covers,Young And Beautiful,spotify:track:7Lx7cE37O7qL4JYBsBqQVs
355,Nusrat Fateh Ali Khan,Javeda Sufiaana,Main Jagi Piya Ke Sangh - Song in Raga Bilawal,spotify:track:1L2CUBfFR7HdjD62fne0XZ
356,Trinidad Cardona,Dinero,Dinero,spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm
357,Ashe,Ashlyn,Till Forever Falls Apart,spotify:track:4x5YzxjrF9wvIIXJV7TveC
358,Wardruna,Lyfjaberg,Lyfjaberg,spotify:track:5iRCFYfU71YToV9UssimKe
359,Hasan Raheem,Aisay Kaisay,Aisay Kaisay,spotify:track:0mAswKg3RCbmXAV4KYTUxM
360,Childish Gambino,3.15.20,Algorhythm,spotify:track:07FOCFJhMmCVQDyWX1d3gR
361,The Weeknd,Dawn FM,Is There Someone Else?,spotify:track:5rXdRfS0EPQ5zleZ34Rs8k
362,Udbhav,Nanku Sharma,Kaafizyada,spotify:track:7vvmU5ayTrVWiNVxiwHLQI
363,The Weeknd,"My Dear Melancholy,",Wasted Times,spotify:track:7DKS0rX27cCEPsK0R6tFWS
364,Konoba,Smoke & Mirrors,On Our Knees (feat. R.O),spotify:track:2HCgcgN4PA0xr2ZqtsBpPb
365,Ankur Tewari,Side B,Dil Haare,spotify:track:26u6HGjzExhRZD5ifgTBnG
366,Glass Animals,Dreamland,Waterfalls Coming Out Your Mouth,spotify:track:7s0FCUlKnSFjFPzcIJmkwo
367,Fareed Ayaz Abu Muhammad Qawwal,"Mehfil E Samaa, Vol. 2",Mohey Apaney Hi Rung Main,spotify:track:0sJLmvdv7j0PqBQb66cBtE
368,Dominic Fike,"Don't Forget About Me, Demos",3 Nights,spotify:track:1tNJrcVe6gwLEiZCtprs1u
369,Hozier,Hozier,Work Song,spotify:track:4Vc3bzFxXdrABa2DxgyCMT
370,Dream Note,Waqt Ki Baatein - Single,Waqt Ki Baatein,spotify:track:1lIYP8fDGGnp91OMTUnwjV
371,Saweetie,Shang-Chi and The Legend of The Ten Rings: The Album,Swan Song,spotify:track:790TzR1UxBXVMFSGq8p7bv
372,Gang of Youths,Go Farther In Lightness,Achilles Come Down,spotify:track:22TntnVO3lQNDR5nsvxGRs
373,The Rolling Stones,The Rolling Stones In Mono,"Paint It, Black - Mono",spotify:track:1RJeiAIwR9pZBgJA8ndZLL
374,Syed Altaf Shah Kazmi,"Rab De Yaar da Yaar Siddiq, Vol. 2",Aa Meda Dhola,spotify:track:4l08LQca6YOwIgl8qexkfI
375,Michael Bublé,It's Time,Feeling Good,spotify:track:3I09LQbHS3NSU46Ly3tPpR
376,Arizona Zervas,NIGHTRIDER,NIGHTRIDER,spotify:track:72PFP54TZ9Tpj9dYQcb46D
377,Farida Khanum,"Wedding Songs, Vol. 1",Lathe Di Chadar,spotify:track:6vDesBVp6cNax0JtTWKJGv
378,Regard,Ride It,Ride It,spotify:track:2tnVG71enUj33Ic2nFN6kZ
379,Farid Ayaz & Abu Muhammad Qawal,"Spirit of the Sufis, Vol. 2",Chaap Tilak,spotify:track:0Zo0arTZCTmDxsM4EGoYdM
380,Piano Dreamers,Piano Dreamers Play Arctic Monkeys,Why'd You Only Call Me When You're High?,spotify:track:3k5FR1XqNSmwmJf6GpnQet
381,Amber Mark,3:33am,Lose My Cool,spotify:track:3G9zeErd0kMx012kmYUrm7
382,Ty Dolla $ign,Spicy (feat. Post Malone),Spicy (feat. Post Malone),spotify:track:5nWVyZaCwtfAkBnwDuXjBh
383,Hasan Raheem,Nautanki,Dibs,spotify:track:73Muq9vAvQ7CSD0V3kiQpY
384,Hozier,Hozier,From Eden,spotify:track:2XRCxFtPqSsnY94jZCFuYu
385,Delacey,Black Coffee,My Man,spotify:track:0kZLd1DECibaEjAzTyAZDZ
386,half•alive,"Now, Not Yet",still feel.,spotify:track:48XkVAagIoQHCsOlJtXUd5
387,Dimitri Vegas & Like Mike,Say My Name,Say My Name,spotify:track:3GYlQmwfBDo7imFyGPhrl7
388,Nusrat Fateh Ali Khan,Un Ka Andaz-E-Karam,Un Ka Andaz-E-Karam - Complete Original Version,spotify:track:2nw2P0obATD8LaLR53X6l1
389,Hasan Raheem,SHE,Adjust,spotify:track:1ZKZ7ZZJs1TiD7plBqPGrs
390,Cage The Elephant,Melophobia,Come a Little Closer,spotify:track:4sebUbjqbcgDSwG6PbSGI0
391,Nusrat Fateh Ali Khan,Aastan Hai Yeh Kis Shah-E-Zeshan Ka Marhaba Marhaba,Aastan Hai Yeh Kis Shah-E-Zeshan Ka Marhaba Marhaba - Complete Original Version,spotify:track:2Yk8E8IbNlsjNyCNOAmn0P
392,Harry Styles,Harry's House,Daylight,spotify:track:51Zw1cKDgkad0CXv23HCMU
393,Russ,There's Really A Wolf,Do It Myself,spotify:track:5mB1bWU8VueYVxuvcLPn2B
394,Various Artists,Famous Naaten Vol. 1 - Islamic Naats,Qaseeda Burda Shareef - Arabic-Urdu-Farsi-English,spotify:track:3p9H2j5AfKvxHkksXaaL9A
395,SYML,Mr. Sandman,Mr. Sandman,spotify:track:1ibQiWl2i50MGt3SpRuE0D
396,Berhana,Berhana,Janet,spotify:track:3ml3WB66sqG4kXoPBX2POA
397,Prateek Kuhad,Prateek Kuhad on Audiotree Live,cold / mess - Audiotree Live Version,spotify:track:3iewNLhxQyJXdYVYFKj86Y
398,Bear McCreary,The Witcher: Blood Origin (Soundtrack from the Netflix Series),The Echo and the River,spotify:track:44s77gJbPi0QizWRLJDhz8
399,Hozier,Hozier (Expanded Edition),To Be Alone,spotify:track:1XJQ7xI6jzcZybuHemxsPP
400,SAINt JHN,The Best Part of Life,The Best Part of Life (Imanbek Remix),spotify:track:6OboXrS1zbfCmh7uDFCIQ5
401,Emei,Scatterbrain,Scatterbrain,spotify:track:5DKcc3WxMwE7JB1IxCrdrs
402,Stromae,Racine Carrée,Tous les mêmes,spotify:track:1GC1MIaRMW3kfVK9VyD5Ii
403,SZA,SOS,Ghost in the Machine (feat. Phoebe Bridgers),spotify:track:4h5x3XHLVYFJaItKuO2rhy
404,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,telepatía,spotify:track:6tDDoYIxWvMLTdKpjFkc1B
405,Ritviz,Ved,Sage,spotify:track:43mHckutQvJr49nT0UvRxy
